Product#,Sub-Kit PN,CAS#,ComponentName,"WeightConversion",% (w/w),"毒化物
Toxic",關注化學物質 Concerned Chemical Substances,優先化學品Priority substance,管制性化學品Controlled,先驅化學品Precurosr,新化學物質New Chemical,空汙申請ODS,既有化學物質Existing Chemical ,備註,備註2,,,,,,,,,,,,,
DWM-588-1,VOC standard,75-71-8,dichlorodifluoromethane,0.2528,% (w/w),N,N,N,N,N,N,Y,N 少量,二氯二氟甲烷 2.008mg CCl2F2,空汙申請,,,,,,,,,,,,,
DWM-588-1,VOC standard,108-86-1,bromobenzene,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,74-97-5,bromochloromethane,0.2528,% (w/w),N,N,N,N,N,N,Y,N 少量,溴氯甲烷 2.009mg CH2BrCl,空汙申請,,,,,,,,,,,,,
DWM-588-1,VOC standard,75-27-4,bromodichloromethane,0.2528,% (w/w),N 4類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,75-25-2,bromoform,0.2528,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,67-66-3,chloroform,0.2528,% (w/w),N 1類，限值50%,N,N 2目少量,N,N,N,N,N 少量,三氯甲烷,,,,,,,,,,,,,,
DWM-588-1,VOC standard,104-51-8,1-Phenylbutane,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,135-98-8,2-Phenylbutane,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,98-06-6,2-Methyl-2-phenylpropane,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,95-49-8,2-chlorotoluene,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,106-43-4,4-chlorotoluene,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,96-12-8,"1,2-dibromo-3-chloropropane (DBCP)",0.2528,% (w/w),"N 1,2,3類，限值1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,74-95-3,dibromomethane,0.2528,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,124-48-1,dibromochloromethane,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,99-87-6,p-Isopropyltoluene,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,106-93-4,"1,2-dibromoethane (EDB)",0.2528,% (w/w),"N 1,2類，限值10%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,594-20-7,"2,2-dichloropropane",0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,563-58-6,"1,1-dichloropropene",0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,142-28-9,Trimethylene dichloride,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,10061-01-5,"cis-1,3-dichloropropene",0.2528,% (w/w),N 4類，限值50%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-588-1,VOC standard,10061-02-6,"trans-1,3-dichloropropene",0.2528,% (w/w),N 4類，限值50%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,67-56-1,methanol,86.3488,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,74-97-5,bromochloromethane,0.2528,% (w/w),N,N,N,N,N,N,Y,N 少量,,空汙申請,,,,,,,,,,,,,
DWM-589N-1,,75-27-4,bromodichloromethane,0.2528,% (w/w),N 4類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,75-25-2,bromoform,0.2528,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,67-66-3,chloroform,0.2528,% (w/w),N 1類，限值50%,N,N 2目少量,N,N,N,N,N 少量,三氯甲烷,,,,,,,,,,,,,,
DWM-589N-1,,104-51-8,1-Phenylbutane,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,135-98-8,2-Phenylbutane,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,98-06-6,2-Methyl-2-phenylpropane,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,95-49-8,2-chlorotoluene,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,106-43-4,4-chlorotoluene,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,96-12-8,"1,2-dibromo-3-chloropropane (DBCP)",0.2528,% (w/w),"N 1,2,3類，限值1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,74-95-3,dibromomethane,0.2528,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,124-48-1,dibromochloromethane,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,99-87-6,p-Isopropyltoluene,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,106-93-4,"1,2-dibromoethane (EDB)",0.2528,% (w/w),"N 1,2類，限值10%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,594-20-7,"2,2-dichloropropane",0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,563-58-6,"1,1-dichloropropene",0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,142-28-9,Trimethylene dichloride,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,10061-01-5,"cis-1,3-dichloropropene",0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,10061-02-6,"trans-1,3-dichloropropene",0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,95-50-1,"1,2-dichlorobenzene",0.2528,% (w/w),N 1類，限值1%,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,541-73-1,"1,3-dichlorobenzene",0.2528,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,106-46-7,"1,4-dichlorobenzene",0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,156-60-5,"trans-1,2-dichloroethene",0.2528,% (w/w),N 4類，限值25%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,75-34-3,"1,1-dichloroethane",0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,156-59-2,"cis-1,2-dichloroethene",0.2528,% (w/w),N 4類，限值25%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,75-35-4,"1,1-dichloroethene",0.2528,% (w/w),N 4類，限值25%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,87-68-3,hexachlorobutadiene,0.2528,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,630-20-6,"1,1,1,2-Tetrachloroethane",0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,79-34-5,Acetylene tetrachloride,0.2528,% (w/w),N 4類，限值1%,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,87-61-6,"1,2,3-trichlorobenzene",0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,96-18-4,"1,2,3-trichloropropane",0.2528,% (w/w),N 2類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,120-82-1,"1,2,4-trichlorobenzene",0.2528,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,95-47-6,"1,2-Dimethylbenzene",0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,108-38-3,"1,3-Dimethylbenzene",0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,106-42-3,"1,4- Dimethylbenzene",0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,79-00-5,"1,1,2-trichloroethane",0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,91-20-3,naphthalene,0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 年用量無超過,萘,,,,,,,,,,,,,,
DWM-589N-1,,127-18-4,perchloroethylene,0.2528,% (w/w),"N 1,2類，限值10%",N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,103-65-1,n-Propylbenzene,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,71-43-2,benzene,0.2528,% (w/w),"N 1,2類，限值70%",N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,108-88-3,toluene,0.2528,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 年用量無超過,,,,,,,,,,,,,,,
DWM-589N-1,,100-41-4,ethylbenzene,0.2528,% (w/w),N 4類，限值70%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,98-82-8,isopropylbenzene,0.2528,% (w/w),N 4類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,108-67-8,"1,3,5-trimethylbenzene",0.2528,% (w/w),N,N,N,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
DWM-589N-1,,100-42-5,Vinylbenzene,0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
DWM-589N-1,,95-63-6,"1,2,4-trimethylbenzene",0.2528,% (w/w),N,N,N,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
DWM-589N-1,,75-09-2,METHYLENE DICHLORIDE,0.2528,% (w/w),N 4類，限值25%,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,56-23-5,carbon tetrachloride,0.2528,% (w/w),N 1類，限值50%,N,N 2目少量,N,N,N,Y,N 少量,四氯化碳,空汙申請,,,,,,,,,,,,,
DWM-589N-1,,107-06-2,ethylene dichloride,0.2528,% (w/w),N 4類，限值15%,N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,71-55-6,methyl chloroform,0.2528,% (w/w),N,N,N 2目少量,N,N,N,Y,N 少量,,空汙申請,,,,,,,,,,,,,
DWM-589N-1,,78-87-5,"1,2-dichloropropane",0.2528,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,79-01-6,trichloroethylene,0.2528,% (w/w),"N 1,2類，限值10%",N,N 附錄一限值>1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,108-90-7,chlorobenzene,0.2528,% (w/w),N 1類，限值1%,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
DWM-589N-1,,108-86-1,bromobenzene,0.2528,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-1013-1,,67-56-1,methanol,99.3679,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-1013-1,,56-23-5,carbon tetrachloride,0.6321,%,N 1類 ，限值50%,N,N 2目少量,N,N,N,Y,N 少量,"
四氯化碳之混合物:
依蒙特婁議定書列管化學物質管理辦法第五條之規定，列管化學物質須經行政院環境保護署同意使得輸入。
貴公司以取得環保署同意之回函：109/2/4 文號:環署空字第1090007872號

經查「EPA-1013-1 Carbon tetrachloride standard」為含四氯化碳之混合物，
應填稅則號列為38247500008，取得環保署同意後請直接向海關報單進口即可。

謝謝",空汙申請，不需輸入許可證。,,,,,,,,,,,,,
EPA-1105-1,,67-56-1,methanol,99.3679,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-1105-1,,91-94-1,"3,3'-dichlorobenzidine",0.6321,% (w/w),"N 1,2類，限值1%",N,N,N 限值1%(沒有超過1%),N,N,N,N 少量,二氯聯苯胺,,,,,,,,,,,,,,
EPA-1106-1,,67-56-1,methanol,99.3679,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"2,4-Dichlorophenol",,,,,,,,,,,,,,
EPA-1106-1,,120-83-2,"2,4-dichlorophenol",0.6321,% (w/w),N 4類，限值1%,N,N,N,N,N,N,N 少量,"2,4-二氯酚",,,,,,,,,,,,,,
EPA-1125-1,,67-64-1,acetone,99.8736,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,,,,,,,,,,,,,,
EPA-1125-1,,118-74-1,hexachlorobenzene六氯苯,0.1264,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-1240-1,,110-54-3,n-hexane,99.8483,%,N,N,N 2目少量,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
EPA-1240-1,,108-70-3,"1,3,5-trichlorobenzene",0.1517,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
GS24-PC,WS0338,2050902-45-7,Dioxo-pyrrolidin-yloxycarbonylamino-benzoic acid ester,100,%,N,N,N,N,N,Y,N,N,,不可販售,,,,,,,,,,,,,
GS24-PC,WS0339 染料溶剂，0.6ml,68-12-2,"N,N-dimethylformamide",90,%,Y 2類，限值30%,N,Y 1目，限值1%,N,N,N,N,N 少量,第二類毒化物:二甲基甲醯胺,不可販售,,,,,,,,,,,,,
GS24-PC,WS0339 染料溶剂，0.6ml,17252-51-6,"1,3-Di(4-pyridyl)propane",10,%,N,N,N,N,N,N,N,N 少量,,不可販售,,,,,,,,,,,,,
HC-510-1,,67-56-1,methanol,99.9874,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
HC-510-1,,106-99-0,"1,3-butadiene",0.0126,%,"N 2類 , 限值50%",N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IBF-040,,7732-18-5,water,98.9487,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 4.01, color coded red",,,,,,,,,,,,,,
IBF-040,,877-24-7,potassium hydrogen phthalate,1.0108,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 4.01, color coded red",,,,,,,,,,,,,,
IBF-040,,89-83-8,thymol,0.04,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"Buffer, pH 4.01, color coded red",,,,,,,,,,,,,,
IBF-040,,915-67-3,amaranth,0.0005,% (w/w),N 4類，限值1%,N,N,N,N,N,N,N 少量,"Buffer, pH 4.01, color coded red
紅色2號",,,,,,,,,,,,,,
IBF-070,,7732-18-5,water,99.262,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-070,,7558-79-4,disodium hydrogen phosphate,0.4117,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-070,,7778-77-0,POTASSIUM DIHYDROGEN PHOSPHATE,0.2858,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-070,,89-83-8,thymol,0.04,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-070,,1934-21-0,tartrazine,0.0005,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-070-L,,7732-18-5,water,99.262,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-070-L,,7558-79-4,disodium hydrogen phosphate,0.4117,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-070-L,,7778-77-0,POTASSIUM DIHYDROGEN PHOSPHATE,0.2858,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-070-L,,89-83-8,thymol,0.04,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-070-L,,1934-21-0,tartrazine,0.0005,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"Buffer, pH 7.00, color coded yellow",,,,,,,,,,,,,,
IBF-100,,7732-18-5,water,99.4845,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 10.01, color coded blue",,,,,,,,,,,,,,
IBF-100,,497-19-8,sodium carbonate,0.265,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 10.01, color coded blue",,,,,,,,,,,,,,
IBF-100,,144-55-8,Sodium Bicarbonate,0.21,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 10.01, color coded blue",,,,,,,,,,,,,,
IBF-100,,89-83-8,thymol,0.04,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"Buffer, pH 10.01, color coded blue",,,,,,,,,,,,,,
IBF-100,,3844-45-9,erioglaucine sodium salt,0.0005,% (w/w),N,N,N,N,N,N,N,N 少量,"Buffer, pH 10.01, color coded blue",,,,,,,,,,,,,,
ICP-014,,7732-18-5,water,97.3855,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-014,,7697-37-2,NITRIC ACID,1.98,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-014,,16919-19-0,ammonium hexafluorosilicate,0.6345,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-015,,7732-18-5,water,97.92,% (w/w),N,N,N,N,N,N,N,N 少量,Phosphorus,,,,,,,,,,,,,,
ICP-015,,7697-37-2,NITRIC ACID,1.98,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,Phosphorus,,,,,,,,,,,,,,
ICP-015,,7722-76-1,AMMONIUM BIPHOSPHATE,0.1,% (w/w),N,N,N,N,N,N,N,N 少量,Phosphorus,,,,,,,,,,,,,,
ICP-016,,7732-18-5,water,99.588,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-016,,7783-20-2,ammonium sulfate,0.412,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-030,,7732-18-5,water,98.145,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-030,,7697-37-2,NITRIC ACID,1.4,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-030,,10196-18-6,zinc nitrate hexahydrate,0.455,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-033,,7732-18-5,water,97.889,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-033,,7697-37-2,NITRIC ACID,1.979,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-033,,1327-53-3,arsenic (III) oxide,0.132,% (w/w),"N 1,2,3類，限值1%",N,N 1目，限值1%,N,N,N,N,N 少量,三氧化二砷,,,,,,,,,,,,,,
ICP-042,,7732-18-5,water,97.85,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-042,,1336-21-6,Ammonium hydroxide,2,% (w/w),N,N,N 2目少量,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
ICP-042,,1313-27-5,molybdenum (VI) oxide,0.15,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-047,,7732-18-5,water,98.4425,% (w/w),N,N,N,N,N,N,N,N 少量,Silver 125ML,,,,,,,,,,,,,,
ICP-047,,7697-37-2,NITRIC ACID,1.4,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,Silver 125ML,,,,,,,,,,,,,,
ICP-047,,7761-88-8,silver nitrate,0.1575,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,Silver 125ML,,,,,,,,,,,,,,
ICP-050,,7732-18-5,water,97.6946,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-050,,7697-37-2,NITRIC ACID,1.979,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-050,,16919-24-7,ammonium hexafluorostannate,0.2264,% (w/w),N,N,N,N,N,Y,N,N,AMMONIUM HEXAFLUOROSTANNATE 錫,新化學物質,,,,,,,,,,,,,
ICP-050,,7664-39-3,hydrofluoric acid,0.1,% (w/w),N,N 限值0.1-10%,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-051,,7732-18-5,water,97.721,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-051,,7697-37-2,NITRIC ACID,1.979,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-051,,87-69-4,TARTARIC ACID L(+),0.2,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-051,,7440-36-0,"antimony, soluble compounds as Sb",0.1,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-080,,7732-18-5,water,97.8502,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-080,,7697-37-2,NITRIC ACID,1.979,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-080,,7783-34-8,mercuric nitrate monohydrate,0.1708,% (w/w),N,N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICUS-613,,7732-18-5,water,94.35,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICUS-613,,7697-37-2,NITRIC ACID,4.95,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICUS-613,,7631-99-4,sodium nitrate,0.1,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICUS-613,,7757-79-1,potassium nitrate,0.1,%,N,N,N 2目少量,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
ICUS-613,,471-34-1,calcium carbonate,0.1,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICUS-613,,13446-18-9,magnesium nitrate hexahydrate,0.1,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICUS-613,,7782-61-8,iron (III) nitrate nonahydrate,0.1,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICUS-613,,10196-18-6,zinc nitrate hexahydrate,0.1,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICUS-613,,7722-76-1,AMMONIUM BIPHOSPHATE,0.1,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,7732-18-5,water,99.7661,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,7697-37-2,NITRIC ACID,0.1,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,7664-39-3,hydrofluoric acid,0.1,%,N,N 限值0.1-10%,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,16919-19-0,ammonium hexafluorosilicate,0.0063,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,10043-35-3,ORTHOBORIC ACID,0.0057,%,N,N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,7783-20-2,ammonium sulfate,0.0041,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,16962-40-6,ammonium hexafluorotitanate,0.0041,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,7722-76-1,AMMONIUM BIPHOSPHATE,0.0037,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,14985-18-3,zirconyl nitrate hydrate,0.0025,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,1313-27-5,molybdenum (VI) oxide,0.0015,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,11140-77-5,ammonium tungstate,0.0014,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,1313-96-8,niobium (V) oxide,0.0014,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,1310-53-8,germanium (IV) oxide,0.0012,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,7440-25-7,"tantalum, soluble compounds as Ta",0.001,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IMS-104,,7440-15-5,"rhenium, soluble compounds as Re",0.001,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
STM-262-1,,67-56-1,methanol,99.0517,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"Volatiles system monitoring, spiking std",,,,,,,,,,,,,,
STM-262-1,,2037-26-5,toluene-d8,0.3161,% (w/w),N,N,N,N,N 乙類，限值100%,N,N,N 少量,"Volatiles system monitoring, spiking std",氘代甲苯: 先驅化學品→經濟部工業局之委辦單位工研院回覆:此成分歸類於甲苯的取代物質(有經加工)，故不在列管清單內,,,,,,,,,,,,,
STM-262-1,,460-00-4,1-bromo-4-fluorobenzene,0.3161,% (w/w),N,N,N,N,N,N,Y,N 少量,"Volatiles system monitoring, spiking std",空汙申請(对溴氟苯),,,,,,,,,,,,,
STM-262-1,,17060-07-0,"1,2-dichloroethane-d4",0.3161,% (w/w),N 4類，限值15%,N,N 1目，限值1%,N,N,N,N,N 少量,"1,2-dichloroethane-d4 (1,2-二氯乙烷)
二氯乙烷同位素未超過管制濃度，不需申請文件",107-06-2 二氯乙烷,,,,,,,,,,,,,
RGO-616-1,,75-09-2,"Composite standard, diesel fuel no. 2,",96.2264,% (w/w),Y 4類，限值25%,N,N 2目少量,N,N,N,N,N 少量,二氯甲烷,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
